chr	start	end	length	summit	tags	NAME	fold_enrichment	FDR%	chromosome	summit_center_pos	summit_centered_start	summit_centered_end
chr2	189924536	189925608	1073	616	58	196.01	7.39	0.02	chr2	189925151	189925101	189925201
chr2	191224476	191225515	1040	534	61	320.72	12.06	0.02	chr2	191225009	191224959	191225059
chr2	192326828	192327735	908	485	26	60.43	5.88	0.25	chr2	192327312	192327262	192327362
chr2	196204557	196205858	1302	595	73	472.08	13.78	0.01	chr2	196205151	196205101	196205201
chr2	197114267	197114926	660	460	20	83.49	5.93	0.08	chr2	197114726	197114676	197114776
chr2	197717744	197718934	1191	644	143	1431.21	32.14	0	chr2	197718387	197718337	197718437
chr2	19780408	19780962	555	364	15	51.43	4.23	0.41	chr2	19780771	19780721	19780821
chr2	197998622	197999442	821	506	28	164.51	10.11	0.03	chr2	197999127	197999077	197999177
chr2	198452853	198453855	1003	438	50	114.86	5.89	0.04	chr2	198453290	198453240	198453340
chr2	200869497	200870500	1004	460	29	108.4	6.67	0.04	chr2	200869956	200869906	200870006
chr2	200941666	200942588	923	409	38	150.73	8.12	0.03	chr2	200942074	200942024	200942124
chr2	201467562	201468680	1119	561	40	113.01	5.56	0.04	chr2	201468122	201468072	201468172
chr2	201834467	201835161	695	249	20	70.3	4.63	0.15	chr2	201834715	201834665	201834765
chr2	202096472	202097935	1464	700	121	694.52	17.14	0	chr2	202097171	202097121	202097221
chr2	203410583	203411221	639	195	19	95.98	7	0.05	chr2	203410777	203410727	203410827
chr2	203546453	203547055	603	418	18	93.76	6.38	0.06	chr2	203546870	203546820	203546920
chr2	203735090	203735669	580	198	15	57.31	3.95	0.29	chr2	203735287	203735237	203735337
chr2	204434385	204435264	880	413	30	132.31	8.75	0.04	chr2	204434797	204434747	204434847
chr2	205006189	205007102	914	422	23	64.44	5.77	0.19	chr2	205006610	205006560	205006660
chr2	205409303	205409919	617	434	16	58.68	4.41	0.27	chr2	205409736	205409686	205409786
chr2	205468736	205469303	568	377	17	101.05	7.06	0.05	chr2	205469112	205469062	205469162
chr2	206474827	206475648	822	361	37	208.85	9.86	0.03	chr2	206475187	206475137	206475237
chr2	207395280	207396076	797	421	21	70	6.25	0.16	chr2	207395700	207395650	207395750
chr2	207910008	207910857	850	519	31	117.27	7	0.04	chr2	207910526	207910476	207910576
chr2	208093887	208094757	871	396	35	215.49	14.8	0.03	chr2	208094282	208094232	208094332
chr2	208181493	208182778	1286	768	60	378.21	11.02	0.02	chr2	208182260	208182210	208182310
chr2	208193631	208194462	832	375	23	66.32	5.36	0.17	chr2	208194005	208193955	208194055
chr2	208571384	208572208	825	366	25	108.01	8.11	0.04	chr2	208571749	208571699	208571799
chr2	208712092	208713756	1665	601	157	1008.95	21.43	0	chr2	208712692	208712642	208712742
chr2	208795238	208796090	853	381	30	126.55	6.2	0.04	chr2	208795618	208795568	208795668
chr2	209685012	209685470	459	196	18	104.26	6.36	0.04	chr2	209685207	209685157	209685257
chr2	210304271	210305131	861	422	71	493.97	17.35	0.01	chr2	210304692	210304642	210304742
chr2	21032617	21033523	907	381	40	160.3	9.41	0.03	chr2	21032997	21032947	21033047
chr2	21044928	21045877	950	518	31	149.23	10.65	0.03	chr2	21045445	21045395	21045495
chr2	211079685	211080219	535	338	21	74.61	4.12	0.12	chr2	211080022	211079972	211080072
chr2	211341154	211341770	617	320	16	67.88	5	0.16	chr2	211341473	211341423	211341523
chr2	213000096	213001273	1178	709	132	1323.4	28.46	0	chr2	213000804	213000754	213000854
chr2	213088783	213089503	721	278	26	99.83	7	0.05	chr2	213089060	213089010	213089110
chr2	213945767	213947831	2065	1334	184	1269.54	27.22	0	chr2	213947100	213947050	213947150
chr2	215825135	215826150	1016	521	36	152.36	8.85	0.03	chr2	215825655	215825605	215825705
chr2	217007606	217008692	1087	651	86	662.07	21.07	0	chr2	217008256	217008206	217008306
chr2	220261406	220262273	868	483	31	122.1	5.99	0.04	chr2	220261888	220261838	220261938
chr2	226534695	226535742	1048	575	38	214.46	11	0.03	chr2	226535269	226535219	226535319
chr2	226980135	226981176	1042	508	44	187.45	12.33	0.03	chr2	226980642	226980592	226980692
chr2	227033189	227034294	1106	517	95	465.63	10.96	0.01	chr2	227033705	227033655	227033755
chr2	235961227	235962317	1091	642	52	161.36	6.36	0.03	chr2	235961868	235961818	235961918
chr2	236413592	236414574	983	546	35	68.91	5	0.16	chr2	236414137	236414087	236414187
chr2	238376495	238377479	985	575	80	741.24	25.45	0	chr2	238377069	238377019	238377119
chr2	240161943	240162787	845	436	25	124.29	9.51	0.04	chr2	240162378	240162328	240162428
chr2	240325928	240326679	752	435	24	130.06	7.81	0.04	chr2	240326362	240326312	240326412
chr2	24587867	24588493	627	290	25	104.88	6	0.04	chr2	24588156	24588106	24588206
chr2	25722198	25722843	646	436	26	192.69	10.24	0.02	chr2	25722633	25722583	25722683
chr2	25735161	25735908	748	499	34	252.72	12.36	0.03	chr2	25735659	25735609	25735709
chr2	26009642	26010623	982	365	48	173.94	7.25	0.03	chr2	26010006	26009956	26010056
chr2	28843979	28845069	1091	620	37	94.32	4.72	0.06	chr2	28844598	28844548	28844648
chr2	31141120	31142454	1335	944	57	284.8	12.69	0.02	chr2	31142063	31142013	31142113
chr2	31313972	31314419	448	182	18	115.4	8	0.04	chr2	31314153	31314103	31314203
chr2	31541950	31543250	1301	701	158	1013.22	15.56	0	chr2	31542650	31542600	31542700
chr2	32652645	32653983	1339	929	96	615.98	16.25	0.02	chr2	32653573	32653523	32653623
chr2	33148255	33149078	824	376	26	163.79	10.62	0.03	chr2	33148630	33148580	33148680
chr2	33391105	33392139	1035	474	35	105.53	7.81	0.05	chr2	33391578	33391528	33391628
chr2	33584137	33584800	664	277	15	57.02	5	0.29	chr2	33584413	33584363	33584463
chr2	33856834	33857690	857	378	30	148.73	9.09	0.03	chr2	33857211	33857161	33857261
chr2	3645562	3646181	620	338	17	88.44	7.78	0.07	chr2	3645899	3645849	3645949
chr2	37815208	37815811	604	286	17	81.74	6	0.08	chr2	37815493	37815443	37815543
chr2	38607699	38609627	1929	1396	139	947.66	18.46	0	chr2	38609094	38609044	38609144
chr2	38667680	38668429	750	376	21	94.1	7.58	0.06	chr2	38668055	38668005	38668105
chr2	38788885	38789487	603	406	24	152.43	8	0.03	chr2	38789290	38789240	38789340
chr2	38840382	38841453	1072	585	80	794.08	34.44	0	chr2	38840966	38840916	38841016
chr2	3929348	3930118	771	449	34	167.41	9.64	0.03	chr2	3929796	3929746	3929846
chr2	40417375	40418199	825	409	23	101.59	7.5	0.05	chr2	40417783	40417733	40417833
chr2	41041616	41042361	746	387	18	78.03	6.59	0.1	chr2	41042002	41041952	41042052
chr2	41540023	41540843	821	422	22	120.19	9.38	0.04	chr2	41540444	41540394	41540494
chr2	41767410	41768349	940	458	32	108.47	6	0.04	chr2	41767867	41767817	41767917
chr2	41787575	41788351	777	449	44	266.38	11.43	0.02	chr2	41788023	41787973	41788073
chr2	43826563	43827309	747	429	26	134.26	6.82	0.04	chr2	43826991	43826941	43827041
chr2	44692471	44693478	1008	469	52	333.75	15.42	0.03	chr2	44692939	44692889	44692989
chr2	45269979	45270736	758	535	34	196.64	10.83	0.02	chr2	45270513	45270463	45270563
chr2	46293483	46294684	1202	681	44	187.5	7.69	0.03	chr2	46294163	46294113	46294213
chr2	47398868	47399748	881	517	25	86.94	6.4	0.07	chr2	47399384	47399334	47399434
chr2	48647664	48648510	847	365	25	87.06	7.7	0.07	chr2	48648028	48647978	48648078
chr2	52224583	52225220	638	333	21	144.03	10.34	0.03	chr2	52224915	52224865	52224965
chr2	5414935	5415998	1064	475	67	300.67	11.43	0.02	chr2	5415409	5415359	5415459
chr2	54643245	54643829	585	176	16	52.88	5	0.36	chr2	54643420	54643370	54643470
chr2	55459031	55460149	1119	350	34	67.3	3.16	0.17	chr2	55459380	55459330	55459430
chr2	5573906	5574475	570	313	48	393.42	13.54	0.02	chr2	5574218	5574168	5574268
chr2	56222153	56223067	915	374	43	182.35	8.24	0.03	chr2	56222526	56222476	56222576
chr2	5959026	5959546	521	241	19	116.91	8.08	0.04	chr2	5959266	5959216	5959316
chr2	60746411	60747060	650	259	16	56.54	4.95	0.3	chr2	60746669	60746619	60746719
chr2	64089756	64090614	859	432	21	111.97	10.34	0.04	chr2	64090187	64090137	64090237
chr2	64118167	64118968	802	561	61	518.63	20.42	0.02	chr2	64118727	64118677	64118777
chr2	6784121	6784810	690	388	19	91.61	6.19	0.07	chr2	6784508	6784458	6784558
chr2	68788186	68789282	1097	542	73	433.01	16.77	0.02	chr2	68788727	68788677	68788777
chr2	69246625	69248681	2057	417	164	951.58	18.25	0	chr2	69247041	69246991	69247091
chr2	73296234	73297221	988	517	53	225.2	11.05	0.02	chr2	73296750	73296700	73296800
chr2	76555595	76556171	577	229	20	123.73	10	0.04	chr2	76555823	76555773	76555873
chr2	79389258	79390009	752	346	24	92.18	6.39	0.07	chr2	79389603	79389553	79389653
chr2	79913471	79914083	613	378	16	55.19	3.75	0.32	chr2	79913848	79913798	79913898
chr2	80119105	80120039	935	377	40	191.65	8.57	0.02	chr2	80119481	80119431	80119531
chr2	82137656	82138438	783	581	36	151.04	7.06	0.03	chr2	82138236	82138186	82138286
chr2	82349120	82350132	1013	518	45	221.08	10.71	0.02	chr2	82349637	82349587	82349687
chr2	8259727	8260938	1212	883	60	285.56	8.61	0.02	chr2	8260609	8260559	8260659
chr2	82725991	82726823	833	394	44	174.37	8.25	0.03	chr2	82726384	82726334	82726434
chr2	83913216	83914273	1058	489	50	197.85	10	0.02	chr2	83913704	83913654	83913754
chr2	86033358	86034123	766	520	26	142.18	9.41	0.04	chr2	86033877	86033827	86033927
chr2	87473737	87474605	869	480	26	86.06	6.07	0.07	chr2	87474216	87474166	87474266
chr2	87833482	87834422	941	410	33	142.02	7.36	0.04	chr2	87833891	87833841	87833941
chr2	99092471	99093288	818	349	23	75.16	5.77	0.11	chr2	99092819	99092769	99092869
chr2	9922223	9922907	685	197	30	157.17	8.08	0.03	chr2	9922419	9922369	9922469
chr2	99246487	99247047	561	187	14	57.11	6.5	0.29	chr2	99246673	99246623	99246723
chr20	1006176	1007001	826	411	24	105.02	7.41	0.05	chr20	1006586	1006536	1006636
chr20	11244858	11245734	877	456	34	92.59	5	0.07	chr20	11245313	11245263	11245363
chr20	1450354	1451331	978	429	43	208.77	10	0.03	chr20	1450782	1450732	1450832
chr20	15400029	15401524	1496	650	146	1041.63	20.26	0	chr20	15400678	15400628	15400728
chr20	15618003	15619298	1296	668	116	660.75	16.09	0	chr20	15618670	15618620	15618720
chr20	16560493	16561552	1060	500	35	78.12	4.74	0.1	chr20	16560992	16560942	16561042
chr20	16628079	16628987	909	436	26	87.65	7.58	0.07	chr20	16628514	16628464	16628564
chr20	16740832	16742460	1629	472	44	73.37	4.44	0.12	chr20	16741303	16741253	16741353
chr20	19275401	19276059	659	392	27	116.76	7.67	0.04	chr20	19275792	19275742	19275842
chr20	19646014	19646706	693	434	17	56.4	3.75	0.3	chr20	19646447	19646397	19646497
chr20	20138764	20139881	1118	492	45	224.35	8	0.02	chr20	20139255	20139205	20139305
chr20	21800992	21802116	1125	481	44	171.78	7.33	0.03	chr20	21801472	21801422	21801522
chr20	22328586	22329561	976	464	37	130.07	6.88	0.04	chr20	22329049	22328999	22329099
chr20	22332591	22333437	847	314	29	93.27	6.88	0.07	chr20	22332904	22332854	22332954
chr20	22941603	22942551	949	504	26	120.98	5.73	0.04	chr20	22942106	22942056	22942156
chr20	23674644	23676652	2009	1054	158	697.68	12.12	0	chr20	23675697	23675647	23675747
chr20	30815347	30816184	838	451	27	87.33	6.33	0.07	chr20	30815797	30815747	30815847
chr20	31683595	31684244	650	388	28	88.36	5.25	0.07	chr20	31683982	31683932	31684032
chr20	33672661	33673472	812	363	20	50.67	5.71	0.42	chr20	33673023	33672973	33673073
chr20	33732617	33733397	781	459	21	50.34	4.87	0.44	chr20	33733075	33733025	33733125
chr20	35361116	35362611	1496	579	101	816.28	17.41	0	chr20	35361694	35361644	35361744
chr20	37213717	37214840	1124	533	73	464.61	15	0.01	chr20	37214249	37214199	37214299
chr20	37603816	37604408	593	379	14	63.31	5.81	0.2	chr20	37604194	37604144	37604244
chr20	42826141	42826908	768	271	24	96.71	6.4	0.06	chr20	42826411	42826361	42826461
chr20	44881053	44881959	907	351	30	121.22	6.75	0.04	chr20	44881403	44881353	44881453
chr20	45985938	45987542	1605	436	93	167.06	7.36	0.03	chr20	45986373	45986323	45986423
chr20	46722713	46723829	1117	562	84	656.37	22.31	0.02	chr20	46723274	46723224	46723324
chr20	47816400	47817046	647	375	24	104.01	6.11	0.04	chr20	47816774	47816724	47816824
chr20	48220996	48221404	409	213	21	60.62	3.85	0.24	chr20	48221208	48221158	48221258
chr20	485128	486217	1090	470	83	573.46	18.15	0.02	chr20	485597	485547	485647
chr20	50570265	50571172	908	465	90	490.14	12.78	0.01	chr20	50570729	50570679	50570779
chr20	51218816	51219822	1007	610	51	190.63	7.25	0.02	chr20	51219425	51219375	51219475
chr20	51340353	51342006	1654	990	213	1267.88	19.35	0	chr20	51341342	51341292	51341392
chr20	52049710	52050597	888	442	28	77.99	6.88	0.1	chr20	52050151	52050101	52050201
chr20	52815986	52817224	1239	380	40	160.97	5.24	0.03	chr20	52816365	52816315	52816415
chr20	54405196	54405763	568	183	15	51.44	3.54	0.41	chr20	54405378	54405328	54405428
chr20	54932831	54933863	1033	503	41	113.4	8	0.04	chr20	54933333	54933283	54933383
chr20	55333494	55334517	1024	382	48	291.53	9.91	0.02	chr20	55333875	55333825	55333925
chr20	5705044	5705929	886	423	63	367.71	12.22	0.02	chr20	5705466	5705416	5705516
chr20	57257781	57258641	861	442	24	74.57	5.84	0.12	chr20	57258222	57258172	57258272
chr20	57922038	57923502	1465	683	94	499.39	12.5	0.01	chr20	57922720	57922670	57922770
chr20	60149986	60151222	1237	452	71	322.23	7.37	0.02	chr20	60150437	60150387	60150487
chr20	8793308	8794067	760	247	24	86.97	3.99	0.07	chr20	8793554	8793504	8793604
chr20	9598286	9599240	955	492	39	173.47	9.57	0.03	chr20	9598777	9598727	9598827
chr21	14418164	14418858	695	417	27	75.86	5.25	0.11	chr21	14418580	14418530	14418630
chr21	16840946	16842065	1120	573	61	254.83	11.17	0.03	chr21	16841518	16841468	16841568
chr21	17104569	17104963	395	197	14	52.52	4.27	0.37	chr21	17104765	17104715	17104815
chr21	17895835	17897230	1396	553	140	1057.2	21.39	0	chr21	17896387	17896337	17896437
chr21	18894479	18896017	1539	598	133	430.29	8.11	0.02	chr21	18895076	18895026	18895126
chr21	19528986	19530563	1578	1031	106	384.85	11.27	0.02	chr21	19530016	19529966	19530066
chr21	24789796	24790701	906	493	24	66.53	5.67	0.17	chr21	24790288	24790238	24790338
chr21	26998828	26999718	891	396	25	54.33	3.82	0.34	chr21	26999223	26999173	26999273
chr21	27060235	27061311	1077	574	65	214.83	8.65	0.03	chr21	27060808	27060758	27060858
chr21	27162189	27163167	979	496	31	51.7	2.73	0.4	chr21	27162684	27162634	27162734
chr21	28217441	28218314	874	411	40	63.38	3.44	0.2	chr21	28217851	28217801	28217901
chr21	28783594	28784348	755	558	27	52.62	3.26	0.37	chr21	28784151	28784101	28784201
chr21	29174615	29175783	1169	596	64	197.75	7.2	0.02	chr21	29175210	29175160	29175260
chr21	29384946	29386085	1140	673	78	251.82	7.67	0.03	chr21	29385618	29385568	29385668
chr21	30063493	30064531	1039	570	54	149.42	5.96	0.03	chr21	30064062	30064012	30064112
chr21	30276799	30277986	1188	626	95	415.38	11.48	0.02	chr21	30277424	30277374	30277474
chr21	30554133	30555307	1175	530	44	100.92	3.81	0.05	chr21	30554662	30554612	30554712
chr21	32592019	32594047	2029	1196	129	519.9	10.87	0.02	chr21	32593214	32593164	32593264
chr21	34912081	34913102	1022	437	37	56.69	3.94	0.3	chr21	34912517	34912467	34912567
chr21	34977727	34978785	1059	572	37	100.41	3.93	0.05	chr21	34978298	34978248	34978348
chr21	35013208	35015089	1882	964	102	117	2.68	0.04	chr21	35014171	35014121	35014221
chr21	37574303	37575483	1181	360	85	268.06	8.28	0.02	chr21	37574662	37574612	37574712
chr21	39311185	39312420	1236	552	92	406.79	10.4	0.02	chr21	39311736	39311686	39311786
chr21	40083800	40084605	806	301	27	101.98	6.88	0.05	chr21	40084100	40084050	40084150
chr21	40454660	40455642	983	483	38	103.09	5	0.04	chr21	40455142	40455092	40455192
chr21	41825028	41826239	1212	647	59	186.66	7.95	0.03	chr21	41825674	41825624	41825724
chr21	42950573	42953483	2911	1780	216	630.45	14.12	0.02	chr21	42952352	42952302	42952402
chr21	43851124	43852068	945	397	27	66.05	5.28	0.17	chr21	43851520	43851470	43851570
chr21	45614513	45615542	1030	547	35	81.95	5	0.08	chr21	45615059	45615009	45615109
chr21	46580157	46581200	1044	408	42	93.08	4.78	0.07	chr21	46580564	46580514	46580614
chr22	19222627	19223583	957	511	39	150.05	7.5	0.03	chr22	19223137	19223087	19223187
chr22	19476673	19477259	587	390	17	57.29	5.71	0.29	chr22	19477062	19477012	19477112
chr22	19584682	19585443	762	336	27	124.69	6.97	0.04	chr22	19585017	19584967	19585067
chr22	21868869	21869925	1057	610	44	77.47	3.52	0.1	chr22	21869478	21869428	21869528
chr22	22992074	22992809	736	537	28	100.41	7.19	0.05	chr22	22992610	22992560	22992660
chr22	23071448	23072229	782	395	25	105.14	7.08	0.05	chr22	23071842	23071792	23071892
chr22	24363548	24364470	923	405	56	354.85	11.79	0.02	chr22	24363952	24363902	24364002
chr22	25874254	25875294	1041	544	49	99.88	6.61	0.05	chr22	25874797	25874747	25874847
chr22	25929317	25930289	973	535	36	226.29	13.89	0.02	chr22	25929851	25929801	25929901
chr22	27908280	27909658	1379	883	59	236.91	8.44	0.02	chr22	27909162	27909112	27909212
chr22	28834126	28834703	578	401	14	52.86	5.3	0.36	chr22	28834526	28834476	28834576
chr22	30388276	30389100	825	296	42	168.87	6.58	0.03	chr22	30388571	30388521	30388621
chr22	30706240	30707113	874	452	24	57.81	4.06	0.28	chr22	30706691	30706641	30706741
chr22	30882514	30883202	689	297	21	92.06	5.91	0.07	chr22	30882810	30882760	30882860
chr22	31610790	31611571	782	522	29	88.55	5	0.07	chr22	31611311	31611261	31611361
chr22	36007923	36008587	665	335	47	407.56	14.55	0.02	chr22	36008257	36008207	36008307
chr22	44128762	44129694	933	473	86	851.17	26.36	0	chr22	44129234	44129184	44129284
chr22	50058228	50058776	549	215	17	118.46	9.65	0.04	chr22	50058442	50058392	50058492
chr3	104332757	104333825	1069	552	47	267.23	12.61	0.02	chr3	104333308	104333258	104333358
chr3	106444124	106444924	801	490	35	156.2	7.34	0.03	chr3	106444613	106444563	106444663
chr3	106922900	106923760	861	332	40	208.02	7.5	0.03	chr3	106923231	106923181	106923281
chr3	107122428	107123006	579	382	16	80.81	5.56	0.08	chr3	107122809	107122759	107122859
chr3	10718255	10719258	1004	499	32	99.35	6.67	0.05	chr3	10718753	10718703	10718803
chr3	107239148	107240035	888	501	31	153.15	10.66	0.03	chr3	107239648	107239598	107239698
chr3	107403190	107404101	912	479	27	64.07	5.88	0.19	chr3	107403668	107403618	107403718
chr3	108110929	108111655	727	349	21	78.49	6.25	0.1	chr3	108111277	108111227	108111327
chr3	109571890	109573018	1129	546	137	907.21	19.04	0	chr3	109572435	109572385	109572485
chr3	112191921	112192713	793	325	23	86.42	7.08	0.07	chr3	112192245	112192195	112192295
chr3	112822151	112823166	1016	527	47	209.89	10	0.03	chr3	112822677	112822627	112822727
chr3	114592996	114594193	1198	644	75	304.23	7.61	0.02	chr3	114593639	114593589	114593689
chr3	115168901	115169932	1032	537	37	155.7	9.23	0.03	chr3	115169437	115169387	115169487
chr3	117386037	117386816	780	416	24	90.65	5.77	0.07	chr3	117386452	117386402	117386502
chr3	117437674	117438839	1166	710	63	211.1	5.87	0.03	chr3	117438383	117438333	117438433
chr3	117523230	117524280	1051	623	65	164.9	5.31	0.03	chr3	117523852	117523802	117523902
chr3	120626196	120626794	599	412	17	74.57	5.45	0.12	chr3	120626607	120626557	120626657
chr3	121330345	121330997	653	304	18	97.79	8.43	0.06	chr3	121330648	121330598	121330698
chr3	121694396	121695029	634	295	15	53.69	4.09	0.34	chr3	121694690	121694640	121694740
chr3	123758608	123759188	581	354	15	72.44	6.52	0.13	chr3	123758961	123758911	123759011
chr3	127325558	127326244	687	397	26	155.59	9.81	0.03	chr3	127325954	127325904	127326004
chr3	129961779	129962612	834	446	22	76.82	5.04	0.1	chr3	129962224	129962174	129962274
chr3	131310165	131311037	873	381	26	58.65	4.44	0.27	chr3	131310545	131310495	131310595
chr3	131966979	131967866	888	495	43	166.06	6.84	0.03	chr3	131967473	131967423	131967523
chr3	135008552	135009108	557	299	23	119.91	6.37	0.04	chr3	135008850	135008800	135008900
chr3	1354949	1355608	660	261	26	156.96	8.57	0.03	chr3	1355209	1355159	1355259
chr3	137737602	137738600	999	438	33	199.07	11.05	0.02	chr3	137738039	137737989	137738089
chr3	138835811	138836864	1054	283	116	842.25	19.29	0	chr3	138836093	138836043	138836143
chr3	141084978	141085827	850	456	21	80.95	6.5	0.09	chr3	141085433	141085383	141085483
chr3	141631880	141632594	715	306	17	54.09	4.58	0.34	chr3	141632185	141632135	141632235
chr3	143294543	143295685	1143	571	85	470.26	14.25	0.01	chr3	143295113	143295063	143295163
chr3	145629688	145630424	737	353	17	87.01	9.09	0.07	chr3	145630040	145629990	145630090
chr3	146217280	146218125	846	390	21	66	5.92	0.17	chr3	146217669	146217619	146217719
chr3	14718162	14719235	1074	547	58	219.39	8.33	0.02	chr3	14718708	14718658	14718758
chr3	148326296	148327222	927	420	31	200.65	13.12	0.02	chr3	148326715	148326665	148326765
chr3	148673136	148674023	888	405	33	151.22	7.36	0.03	chr3	148673540	148673490	148673590
chr3	149095145	149096278	1134	746	53	250.21	9	0.02	chr3	149095890	149095840	149095940
chr3	1510567	1511430	864	381	23	62.77	4.64	0.21	chr3	1510947	1510897	1510997
chr3	151773688	151774518	831	361	29	103.95	6	0.04	chr3	151774048	151773998	151774098
chr3	152529714	152530887	1174	561	70	264.23	8.26	0.02	chr3	152530274	152530224	152530324
chr3	152575713	152576752	1040	476	58	255.11	9.47	0.03	chr3	152576188	152576138	152576238
chr3	153384292	153385613	1322	576	196	1383.95	19.48	0	chr3	153384867	153384817	153384917
chr3	154410614	154411375	762	535	30	153.23	7.5	0.03	chr3	154411148	154411098	154411198
chr3	155404529	155405246	718	281	19	50.62	5.33	0.42	chr3	155404809	155404759	155404859
chr3	156385528	156386380	853	483	60	349.53	8.61	0.02	chr3	156386010	156385960	156386060
chr3	1569154	1570308	1155	688	40	99.05	3.95	0.06	chr3	1569841	1569791	1569891
chr3	157002183	157003407	1225	502	114	671.29	14.57	0	chr3	157002684	157002634	157002734
chr3	158762660	158763645	986	553	75	633.21	25	0.02	chr3	158763212	158763162	158763262
chr3	158895949	158896739	791	536	36	130.9	6.84	0.04	chr3	158896484	158896434	158896534
chr3	161304242	161305096	855	458	129	1163.45	16.67	0	chr3	161304699	161304649	161304749
chr3	16213359	16214096	738	294	31	206.46	11.86	0.03	chr3	16213652	16213602	16213702
chr3	164317220	164317930	711	273	29	191.64	10	0.02	chr3	164317492	164317442	164317542
chr3	16524143	16525227	1085	521	47	158.3	6.84	0.03	chr3	16524663	16524613	16524713
chr3	169374758	169375695	938	463	33	85.94	5.53	0.07	chr3	169375220	169375170	169375270
chr3	169877609	169878168	560	288	39	281.11	10.71	0.02	chr3	169877896	169877846	169877946
chr3	171482778	171483527	750	279	26	103.39	5.71	0.04	chr3	171483056	171483006	171483106
chr3	171505865	171507076	1212	534	90	748.13	25	0	chr3	171506398	171506348	171506448
chr3	171593407	171594332	926	439	24	65.08	5.36	0.18	chr3	171593845	171593795	171593895
chr3	172340648	172341343	696	263	19	64.71	5.38	0.18	chr3	172340910	172340860	172340960
chr3	172428408	172429813	1406	537	45	95.58	3.68	0.06	chr3	172428944	172428894	172428994
chr3	173555892	173556762	871	424	44	165.4	7	0.03	chr3	173556315	173556265	173556365
chr3	17400807	17401604	798	260	39	195.75	10	0.02	chr3	17401066	17401016	17401116
chr3	174556829	174557548	720	383	17	53.58	5.42	0.35	chr3	174557211	174557161	174557261
chr3	17465471	17466748	1278	448	94	592.98	16.76	0.02	chr3	17465918	17465868	17465968
chr3	176456465	176457571	1107	595	89	775.22	24.17	0	chr3	176457059	176457009	176457109
chr3	177114272	177115065	794	483	105	1235.02	37.05	0	chr3	177114754	177114704	177114804
chr3	177196948	177197467	520	235	14	50.43	4.58	0.43	chr3	177197182	177197132	177197232
chr3	177802622	177804747	2126	1086	161	485.4	6.32	0.01	chr3	177803707	177803657	177803757
chr3	17846782	17847739	958	495	43	211.64	9.93	0.03	chr3	17847276	17847226	17847326
chr3	179553726	179554514	789	412	22	90.27	5.91	0.06	chr3	179554137	179554087	179554187
chr3	181658655	181659493	839	397	29	111.76	7.5	0.04	chr3	181659051	181659001	181659101
chr3	181665165	181666121	957	592	55	399	16.37	0.02	chr3	181665756	181665706	181665806
chr3	18191648	18192704	1057	533	37	186.08	9.81	0.03	chr3	18192180	18192130	18192230
chr3	182607366	182608508	1143	511	92	424.07	10	0.02	chr3	182607876	182607826	182607926
chr3	182974713	182975317	605	199	27	115.29	6.66	0.04	chr3	182974911	182974861	182974961
chr3	183238621	183239358	738	293	21	105.36	8.33	0.05	chr3	183238913	183238863	183238963
chr3	185514198	185514980	783	362	45	153.05	6.2	0.03	chr3	185514559	185514509	185514609
chr3	186518116	186519235	1120	660	56	231.27	9.17	0.02	chr3	186518775	186518725	186518825
chr3	187757654	187758472	819	332	43	285.43	11.86	0.02	chr3	187757985	187757935	187758035
chr3	188865740	188866410	671	197	43	348.26	16.82	0.02	chr3	188865936	188865886	188865986
chr3	191094181	191094896	716	524	24	131.06	6.5	0.04	chr3	191094704	191094654	191094754
chr3	191846549	191847062	514	270	14	56.61	5.45	0.3	chr3	191846818	191846768	191846868
chr3	192980429	192981481	1053	543	37	91.59	5.26	0.07	chr3	192980971	192980921	192981021
chr3	195942352	195943250	899	496	28	170.42	11.54	0.03	chr3	195942847	195942797	195942897
chr3	197803792	197804737	946	450	25	75.05	5.77	0.11	chr3	197804241	197804191	197804291
chr3	22609690	22610257	568	295	17	54.61	3.67	0.33	chr3	22609984	22609934	22610034
chr3	22761954	22762811	858	406	32	95.94	4.17	0.05	chr3	22762359	22762309	22762409
chr3	22901559	22902362	804	482	25	90.2	4.14	0.06	chr3	22902040	22901990	22902090
chr3	23296427	23298294	1868	541	89	487.21	14.62	0.01	chr3	23296967	23296917	23297017
chr3	23929902	23930633	732	360	23	104.25	5.45	0.04	chr3	23930261	23930211	23930311
chr3	24681491	24682461	971	522	37	121.06	5.29	0.04	chr3	24682012	24681962	24682062
chr3	24702736	24703758	1023	535	56	214.84	10	0.03	chr3	24703270	24703220	24703320
chr3	25132351	25133217	867	528	26	104.5	7.5	0.04	chr3	25132878	25132828	25132928
chr3	25441814	25442429	616	196	20	64.02	3.18	0.19	chr3	25442009	25441959	25442059
chr3	27197231	27198258	1028	561	66	417.67	18	0.02	chr3	27197791	27197741	27197841
chr3	27242206	27243276	1071	525	49	315.64	13.46	0.02	chr3	27242730	27242680	27242780
chr3	2806685	2807381	697	286	22	96.74	6.84	0.06	chr3	2806970	2806920	2807020
chr3	28968927	28969727	801	453	20	76.38	7.14	0.1	chr3	28969379	28969329	28969429
chr3	29251058	29251753	696	355	28	64.85	4.13	0.18	chr3	29251412	29251362	29251462
chr3	30299836	30301243	1408	708	75	279.78	7.86	0.02	chr3	30300543	30300493	30300593
chr3	30559334	30560578	1245	577	117	345.78	7.09	0.02	chr3	30559910	30559860	30559960
